track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,46
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,34
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11
"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,10
Problem�,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25
Worst Day,Future,1,2022,2,11,910,0,50746620,20
Malvada,Z�� Fe,1,2022,1,28,601,0,154119539,28
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47
Christmas Tree,V,1,2021,12,24,509,9,317622165,8
Mal Feito - Ao Vivo,"Mar��lia Mendon��a, Hugo & G",2,2022,1,14,971,2,291709698,35
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,8
Se��o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185
Una Noche en Medell�,Cris Mj,1,2022,1,21,5415,32,682475162,46
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123
Starlight,Dave,1,2022,3,3,1856,3,229473310,29
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181,26
DAN��A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,7
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42
Chale,Eden Mu��,1,2022,2,18,695,11,299648208,16
DARARI,Treasure,1,2022,2,15,328,0,182978249,10
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,0
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10
Mon��y so,YEAT,1,2021,9,10,1473,0,263779030,2
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315
O.O,NMIXX,1,2022,2,22,290,0,135444283,9
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68
X ��LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52
Vampiro,"Matu��, Wiu, ",3,2022,1,30,540,4,187772591,26
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31
Me Arrepent�,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,12
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5
RUMBAT�,Daddy Yankee,1,2022,3,25,1264,0,157990698,20
sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38
Despu��s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5
Otro Atardecer,"Bad Bunny, The Mar��",2,2022,5,6,1681,7,319546754,10
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48
Ens����ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7
El Apag�,Bad Bunny,1,2022,5,6,1209,0,212351890,9
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0
SUPERMODEL,M��ne,1,2022,5,13,2265,0,231657891,93
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3
TUS L��GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,26
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5
SloMo,Chanel,1,2021,12,24,1211,0,65719930,31
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5
This Love (Taylor���s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32
Run BTS,BTS,1,2022,6,10,736,0,330881149,5
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29
For Youth,BTS,1,2022,6,10,327,0,114546317,5
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73
Born Singer,BTS,1,2022,6,10,279,0,79095270,0
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20
La Llevo Al Cielo (Ft. ��engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7
So Good,Halsey,1,2022,6,9,1057,0,91781263,51
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,0
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,26
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112
BREAK MY SOUL,Beyonc�,1,2022,6,21,9724,0,354614964,222
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37
Massive,Drake,1,2022,6,17,5263,0,195628667,66
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26
POP!,Nayeon,1,2022,6,24,571,0,213505179,19
Layla,"Sch��rze, DJ R",2,2022,3,24,832,3,130419412,18
MORE,j-hope,1,2022,7,1,565,0,155795783,6
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3
Sticky,Drake,1,2022,6,17,2814,0,191448892,38
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,49
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,17
c��mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17
Si Te La Encuentras Por Ah�,Feid,1,2022,8,5,1379,4,179061440,23
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13
ALIEN SUPERSTAR,Beyonc�,1,2022,7,29,2688,0,171788484,39
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38
Attention,NewJeans,1,2022,8,1,799,12,264717480,14
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,28
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,54
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93
After LIKE,IVE,1,2022,8,22,767,12,265548837,20
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24
Talk,YEAT,1,2022,9,2,920,0,148461629,10
XQ Te Pones As�,"Yandel, Feid",2,2022,9,13,308,0,47093942,6
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15
Sin Se��,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38
THE LONELIEST,M��ne,1,2022,10,7,1585,5,225093344,78
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,0
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",3,2022,9,22,869,7,146223492,14
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,8
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,61
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,4
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683,2
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612,29
Alone,Burna Boy,1,2022,11,4,782,2,96007391,27
